game,date,age,team,opp,result,mp,fg,fga,fgp,three,threeatt,threep,ft,fta,ftp,orb,drb,trb,ast,stl,blk,tov,pts,game_score,minus_plus
1,2003-10-29,18.83013699,CLE,SAC,L (-14),42:00:00,12,20,0.6,0,2,0,1,3,0.333,2,4,6,9,4,0,2,25,24.7,-9
2,2003-10-30,18.83287671,CLE,PHO,L (-9),41:00:00,8,17,0.471,1,5,0.2,4,7,0.571,2,10,12,8,1,0,7,21,14.7,-3
3,2003-11-01,18.83835616,CLE,POR,L (-19),39:00:00,3,12,0.25,0,1,0,2,2,1,0,4,4,6,2,0,2,8,5,-21
4,2003-11-05,18.84931507,CLE,DEN,L (-4),41:00:00,3,11,0.273,0,2,0,1,1,1,2,9,11,7,2,3,2,7,11.2,-3
5,2003-11-07,18.85479452,CLE,IND,L (-1),44:00:00,8,18,0.444,1,2,0.5,6,7,0.857,0,5,5,3,0,0,7,23,9,-7
6,2003-11-08,18.85753425,CLE,WAS,W (+13),45:00:00,8,19,0.421,0,0,,1,4,0.25,5,3,8,9,1,1,2,17,15.7,14
7,2003-11-10,18.8630137,CLE,NYK,W (+14),34:00:00,7,12,0.583,3,3,1,0,0,,1,4,5,4,1,1,2,17,15.8,20
8,2003-11-12,18.86849315,CLE,MIA,L (-5),42:00:00,6,15,0.4,2,5,0.4,4,6,0.667,1,2,3,7,2,1,4,18,12.8,-4
9,2003-11-14,18.8739726,CLE,BOS,L (-9),35:00:00,3,12,0.25,2,4,0.5,2,4,0.5,1,4,5,3,0,0,4,10,0.8,-1
10,2003-11-15,18.87671233,CLE,PHI,W (+3),47:00:00,10,19,0.526,0,1,0,2,4,0.5,0,5,5,8,1,2,5,22,15.6,8
11,2003-11-18,18.88493151,CLE,LAC,W (+8),39:00:00,6,16,0.375,0,2,0,2,4,0.5,2,5,7,8,0,1,3,14,9.8,1
12,2003-11-19,18.88767123,CLE,WAS,L (-11),40:00:00,10,18,0.556,2,4,0.5,6,8,0.75,2,5,7,8,2,1,4,28,25,-5
13,2003-11-21,18.89315068,CLE,MIN,L (-14),36:00:00,8,19,0.421,0,2,0,3,3,1,2,7,9,2,1,0,1,19,12.2,-5
14,2003-11-22,18.89589041,CLE,ATL,L (-9),42:00:00,3,16,0.188,0,1,0,9,10,0.9,2,4,6,4,2,1,3,15,9.3,-6
15,2003-11-26,18.90684932,CLE,NOH,L (-10),39:00:00,5,17,0.294,1,4,0.25,4,4,1,2,6,8,9,0,0,4,15,10.2,-13
16,2003-11-28,18.91232877,CLE,DET,L (-4),36:00:00,2,8,0.25,0,2,0,2,3,0.667,0,2,2,7,0,0,4,6,1.1,-10
17,2003-11-29,18.91506849,CLE,MEM,L (-7),55:00:00,14,28,0.5,3,6,0.5,2,3,0.667,2,14,16,7,1,1,8,33,22.4,-10
18,2003-12-02,18.92328767,CLE,DEN,L (-12),32:00:00,6,19,0.316,2,3,0.667,5,7,0.714,3,3,6,5,2,0,2,19,12.2,-12
19,2003-12-03,18.9260274,CLE,LAC,L (-10),34:00:00,2,13,0.154,0,3,0,0,0,,4,2,6,8,2,0,5,4,0.9,3
20,2003-12-06,18.93424658,CLE,ATL,W (+10),36:00:00,4,12,0.333,0,2,0,0,0,,1,5,6,5,2,1,3,8,5.8,-5
21,2003-12-09,18.94246575,CLE,TOR,L (-7),37:00:00,7,16,0.438,0,0,,4,4,1,0,5,5,3,1,0,2,18,11.4,-2
22,2003-12-11,18.94794521,CLE,DET,W (+9),43:00:00,8,21,0.381,1,3,0.333,6,8,0.75,1,2,3,9,1,1,4,23,14.8,9
23,2003-12-13,18.95342466,CLE,BOS,L (-7),45:00:00,10,20,0.5,1,5,0.2,16,18,0.889,1,2,3,4,0,0,2,37,27.5,-2
24,2003-12-15,18.95890411,CLE,IND,L (-10),44:00:00,10,16,0.625,0,3,0,7,8,0.875,1,3,4,6,3,3,6,27,23.9,-12
25,2003-12-17,18.96438356,CLE,HOU,L (-4),36:00:00,7,19,0.368,2,4,0.5,1,2,0.5,0,1,1,3,0,0,2,17,5.7,-9
26,2003-12-19,18.96986301,CLE,PHI,W (+7),42:00:00,14,24,0.583,5,7,0.714,3,3,1,1,3,4,5,4,0,4,36,29.5,9
27,2003-12-20,18.97260274,CLE,CHI,W (+8),42:00:00,11,22,0.5,0,5,0,10,12,0.833,1,5,6,10,2,2,4,32,28,9
28,2003-12-23,18.98082192,CLE,NOH,W (+11),39:00:00,7,22,0.318,1,6,0.167,7,8,0.875,2,4,6,2,6,1,5,22,14.3,9
29,2003-12-25,18.98630137,CLE,ORL,L (-12),47:00:00,13,28,0.464,4,10,0.4,4,5,0.8,1,1,2,6,2,1,8,34,19.1,-9
30,2003-12-26,18.9890411,CLE,CHI,L (-7),34:00:00,7,24,0.292,1,4,0.25,3,4,0.75,1,2,3,4,1,2,5,18,5.1,-12
31,2003-12-28,18.99452055,CLE,POR,W (+12),39:00:00,15,23,0.652,0,2,0,2,2,1,3,7,10,9,3,0,5,32,30,11
32,2003-12-30,19,CLE,IND,L (-3),38:00:00,9,20,0.45,0,4,0,4,6,0.667,2,8,10,4,0,0,4,22,12.6,-2
33,2004-01-02,19.00821918,CLE,NJN,L (-15),37:00:00,6,19,0.316,0,4,0,2,4,0.5,1,3,4,9,1,0,3,14,7.4,-14
34,2004-01-06,19.01917808,CLE,NYK,W (+11),41:00:00,6,17,0.353,0,2,0,2,2,1,0,4,4,10,1,1,4,14,10,10
35,2004-01-07,19.02191781,CLE,TOR,L (-6),38:00:00,10,23,0.435,0,3,0,1,2,0.5,0,2,2,5,0,0,2,21,9.4,-2
36,2004-01-09,19.02739726,CLE,BOS,L (-25),43:00:00,7,19,0.368,0,3,0,5,7,0.714,0,3,3,6,3,0,5,19,10.4,-30
37,2004-01-12,19.03561644,CLE,LAL,L (-10),37:00:00,6,20,0.3,0,3,0,4,5,0.8,1,4,5,7,1,1,6,16,5.3,3
38,2004-01-13,19.03835616,CLE,SEA,W (+8),44:00:00,11,26,0.423,0,1,0,5,6,0.833,4,5,9,9,2,0,4,27,20.6,11
39,2004-01-15,19.04383562,CLE,GSW,L (-17),43:00:00,8,21,0.381,2,5,0.4,11,13,0.846,2,4,6,6,3,0,2,29,24.5,-14
40,2004-01-17,19.04931507,CLE,UTA,W (+6),45:00:00,12,28,0.429,2,4,0.5,3,5,0.6,1,6,7,2,2,1,4,29,15.2,8
41,2004-01-26,19.0739726,CLE,ORL,W (+1),30:00:00,7,19,0.368,1,2,0.5,1,2,0.5,0,5,5,3,0,2,3,16,5.5,-10
42,2004-01-28,19.07945205,CLE,MIA,W (+1),44:00:00,10,25,0.4,0,1,0,7,10,0.7,0,5,5,4,2,1,1,27,17.9,2
43,2004-01-30,19.08493151,CLE,MIL,L (-6),37:00:00,7,25,0.28,1,6,0.167,5,8,0.625,2,6,8,3,1,0,5,20,3.4,3
44,2004-02-01,19.09041096,CLE,WAS,W (+4),43:00:00,14,27,0.519,1,2,0.5,9,11,0.818,3,3,6,4,0,2,6,38,23.5,0
45,2004-02-03,19.09589041,CLE,DET,W (+3),38:00:00,5,19,0.263,0,1,0,2,2,1,1,3,4,6,2,0,1,12,6.7,-1
46,2004-02-04,19.09863014,CLE,LAL,L (-5),43:00:00,12,26,0.462,4,4,1,4,5,0.8,0,4,4,4,0,0,0,32,22.2,-2
47,2004-02-06,19.10410959,CLE,MIN,L (-11),44:00:00,6,18,0.333,1,3,0.333,1,4,0.25,1,8,9,5,0,0,3,14,5.4,-16
48,2004-02-07,19.10684932,CLE,WAS,L (-18),34:00:00,6,16,0.375,0,0,,2,2,1,0,0,0,6,4,1,3,14,10.3,-24
49,2004-02-09,19.11232877,CLE,BOS,W (+8),43:00:00,9,25,0.36,1,6,0.167,5,6,0.833,0,6,6,3,2,1,1,24,14.1,19
50,2004-02-11,19.11780822,CLE,NJN,L (-20),29:00:00,2,13,0.154,0,1,0,5,5,1,1,1,2,5,1,0,5,9,1.2,-12
51,2004-02-18,19.1369863,CLE,DAL,L (-16),34:00:00,6,12,0.5,0,0,,4,4,1,2,2,4,9,0,1,5,16,13.2,-15
52,2004-02-20,19.14246575,CLE,SAS,W (+2),39:00:00,14,23,0.609,0,0,,4,4,1,2,9,11,2,2,1,2,32,27.7,3
53,2004-02-22,19.14794521,CLE,NYK,W (+6),44:00:00,7,20,0.35,0,0,,8,12,0.667,1,4,5,3,1,0,1,22,12.4,11
54,2004-02-23,19.15068493,CLE,NOH,W (+4),36:00:00,7,16,0.438,1,5,0.2,6,6,1,0,4,4,6,2,5,1,21,21.3,4
55,2004-02-25,19.15616438,CLE,HOU,L (-6),39:00:00,5,18,0.278,0,2,0,1,3,0.333,2,5,7,5,2,1,2,11,6.3,-5
56,2004-02-27,19.16164384,CLE,ORL,W (+5),49:00:00,11,19,0.579,1,1,1,7,8,0.875,1,10,11,3,3,1,5,30,24.8,7
57,2004-03-01,19.16986301,CLE,CHI,L (-11),41:00:00,7,17,0.412,0,2,0,4,6,0.667,0,3,3,3,4,1,3,18,12,-4
58,2004-03-03,19.17534247,CLE,ATL,W (+32),28:00:00,9,17,0.529,1,2,0.5,5,6,0.833,1,6,7,3,1,1,1,24,20.6,22
59,2004-03-05,19.18082192,CLE,NOH,W (+3),37:00:00,7,17,0.412,2,2,1,3,4,0.75,2,4,6,4,2,0,4,19,10.9,1
60,2004-03-06,19.18356164,CLE,MIL,W (+9),43:00:00,11,24,0.458,0,3,0,2,3,0.667,2,5,7,10,4,1,2,24,22.6,9
61,2004-03-08,19.1890411,CLE,ATL,W (+6),45:00:00,11,23,0.478,1,4,0.25,11,13,0.846,2,4,6,7,1,0,2,34,27.6,11
62,2004-03-10,19.19452055,CLE,TOR,W (+14),34:00:00,4,13,0.308,0,0,,6,7,0.857,1,2,3,4,1,0,2,14,8.4,16
63,2004-03-14,19.20547945,CLE,IND,W (+3),44:00:00,12,22,0.545,0,2,0,2,4,0.5,0,3,3,4,3,1,4,26,16.8,5
64,2004-03-16,19.2109589,CLE,CHI,W (+24),32:00:00,5,16,0.313,2,3,0.667,5,8,0.625,3,2,5,8,0,5,4,17,14,24
65,2004-03-19,19.21917808,CLE,UTA,L (-9),33:00:00,4,14,0.286,0,2,0,6,10,0.6,0,0,0,7,2,1,2,14,8.6,-2
66,2004-03-21,19.22465753,CLE,DET,L (-20),36:00:00,5,17,0.294,1,4,0.25,4,5,0.8,2,5,7,3,0,2,4,15,5.5,-21
67,2004-03-23,19.23013699,CLE,PHO,L (-17),42:00:00,8,21,0.381,2,5,0.4,7,9,0.778,1,1,2,6,3,1,5,25,16.6,-12
68,2004-03-26,19.23835616,CLE,PHI,L (-15),33:00:00,5,13,0.385,1,2,0.5,5,9,0.556,2,1,3,7,0,1,5,16,9.2,-24
69,2004-03-27,19.24109589,CLE,NJN,W (+3),43:00:00,15,29,0.517,1,2,0.5,10,10,1,2,4,6,13,3,0,2,41,39,10
70,2004-03-29,19.24657534,CLE,SAS,L (-8),32:00:00,9,20,0.45,0,1,0,0,0,,0,2,2,4,0,1,2,18,9.7,-14
71,2004-03-30,19.24931507,CLE,DAL,L (-17),42:00:00,13,22,0.591,0,2,0,2,4,0.5,1,4,5,6,4,0,3,28,23.3,-10
72,2004-04-02,19.25753425,CLE,MIL,L (-18),36:00:00,9,19,0.474,0,0,,2,2,1,0,7,7,7,5,0,5,20,16.1,-13
73,2004-04-03,19.26027397,CLE,GSW,L (-3),46:00:00,12,28,0.429,3,5,0.6,7,11,0.636,3,5,8,10,1,1,3,34,26.5,-3
74,2004-04-06,19.26849315,CLE,TOR,L (-1),46:00:00,5,17,0.294,0,0,,11,14,0.786,1,5,6,4,3,0,3,21,14.1,2
75,2004-04-07,19.27123288,CLE,MEM,L (-18),36:00:00,4,11,0.364,0,0,,6,7,0.857,0,3,3,5,3,0,2,14,11.3,-11
76,2004-04-09,19.27671233,CLE,MIA,L (-15),42:00:00,6,14,0.429,1,1,1,11,15,0.733,1,6,7,8,1,0,8,24,15.3,-16
77,2004-04-10,19.27945205,CLE,MIA,W (+11),32:00:00,4,11,0.364,0,2,0,2,5,0.4,1,2,3,11,0,0,2,10,8.5,14
78,2004-04-12,19.28493151,CLE,MIL,W (+4),45:00:00,9,20,0.45,1,4,0.25,8,11,0.727,1,6,7,9,2,0,1,27,24.8,11
79,2004-04-14,19.29041096,CLE,NYK,W (+10),35:00:00,8,17,0.471,0,3,0,1,1,1,0,1,1,5,3,0,5,17,9.7,-6
1,2004-11-03,19.84657534,CLE,IND,L (-5),50:00:00,8,19,0.421,2,5,0.4,10,12,0.833,1,4,5,8,1,3,6,28,20.9,-10
2,2004-11-04,19.84931507,CLE,MIA,L (-6),43:00:00,9,22,0.409,2,3,0.667,1,1,1,3,3,6,8,1,0,1,21,17.8,-8
3,2004-11-06,19.85479452,CLE,MIL,L (-14),42:00:00,8,20,0.4,0,3,0,15,22,0.682,2,6,8,6,3,0,4,31,23.8,-12
4,2004-11-09,19.8630137,CLE,ATL,W (+14),48:00:00,8,17,0.471,1,4,0.25,8,12,0.667,1,9,10,4,4,2,3,25,22.5,14
5,2004-11-10,19.86575342,CLE,PHO,W (+5),48:00:00,13,24,0.542,1,2,0.5,11,12,0.917,3,7,10,6,3,3,3,38,36.1,14
6,2004-11-13,19.8739726,CLE,WAS,W (+31),38:00:00,10,20,0.5,0,3,0,4,5,0.8,1,8,9,4,3,2,4,24,19.9,25
7,2004-11-15,19.87945205,CLE,GSW,W (+11),42:00:00,12,22,0.545,3,5,0.6,6,8,0.75,2,10,12,4,2,1,1,33,30.1,15
8,2004-11-18,19.88767123,CLE,CHA,W (+17),30:00:00,8,14,0.571,2,3,0.667,1,2,0.5,1,5,6,9,0,0,1,19,18.3,21
9,2004-11-20,19.89315068,CLE,CHA,W (+16),38:00:00,11,20,0.55,0,2,0,3,4,0.75,5,3,8,2,3,1,7,25,17.5,24
10,2004-11-21,19.89589041,CLE,NYK,L (-10),40:00:00,5,15,0.333,1,3,0.333,2,3,0.667,2,7,9,10,1,1,5,13,10.1,1
11,2004-11-24,19.90410959,CLE,DET,W (+16),38:00:00,15,22,0.682,2,3,0.667,11,12,0.917,3,3,6,5,3,1,3,43,39.2,12
12,2004-11-26,19.90958904,CLE,BOS,W (+2),43:00:00,9,13,0.692,0,2,0,2,3,0.667,0,6,6,8,3,1,2,20,22.4,6
13,2004-11-27,19.91232877,CLE,CHI,W (+22),32:00:00,11,17,0.647,1,2,0.5,3,4,0.75,1,6,7,7,1,0,2,26,24.5,25
14,2004-11-29,19.91780822,CLE,LAC,L (-12),42:00:00,9,19,0.474,0,2,0,4,5,0.8,1,6,7,5,6,1,3,22,20.8,-16
15,2004-12-01,19.92328767,CLE,PHO,L (-19),40:00:00,6,19,0.316,0,2,0,3,4,0.75,1,2,3,6,2,1,6,15,5.1,-17
16,2004-12-02,19.9260274,CLE,DEN,W (+19),41:00:00,8,17,0.471,0,0,,1,2,0.5,1,7,8,9,2,1,5,17,13.5,23
17,2004-12-04,19.93150685,CLE,TOR,W (+8),43:00:00,10,17,0.588,1,3,0.333,6,7,0.857,0,6,6,10,2,1,3,27,26.4,15
18,2004-12-07,19.93972603,CLE,NJN,W (+6),46:00:00,11,22,0.5,0,1,0,5,6,0.833,0,2,2,8,3,0,3,27,20.2,6
19,2004-12-08,19.94246575,CLE,CHI,L (-28),38:00:00,5,15,0.333,0,2,0,9,12,0.75,0,2,2,6,1,1,4,19,11,-22
20,2004-12-11,19.95068493,CLE,SAS,L (-19),42:00:00,10,19,0.526,1,3,0.333,2,2,1,3,3,6,10,4,0,3,23,23.9,-18
21,2004-12-13,19.95616438,CLE,MEM,W (+6),46:00:00,14,22,0.636,1,3,0.333,2,4,0.5,0,5,5,8,7,0,3,31,30.7,10
22,2004-12-15,19.96164384,CLE,POR,W (+24),37:00:00,10,18,0.556,2,3,0.667,3,3,1,2,9,11,7,3,2,3,25,26.4,18
23,2004-12-16,19.96438356,CLE,DET,L (-12),45:00:00,4,21,0.19,0,2,0,3,5,0.6,1,8,9,7,4,1,3,11,6,-8
24,2004-12-18,19.96986301,CLE,BOS,L (-7),40:00:00,12,25,0.48,3,5,0.6,4,8,0.5,1,4,5,4,3,1,4,31,18.7,-1
25,2004-12-21,19.97808219,CLE,MIN,W (+10),43:00:00,10,18,0.556,0,1,0,6,8,0.75,0,6,6,12,1,0,2,26,25,13
26,2004-12-22,19.98082192,CLE,NJN,L (-2),42:00:00,7,18,0.389,1,1,1,8,10,0.8,1,8,9,9,1,0,4,23,18,-3
27,2004-12-26,19.99178082,CLE,NOH,W (+9),45:00:00,7,16,0.438,0,1,0,8,9,0.889,1,8,9,14,4,1,5,22,25,8
28,2004-12-28,19.99726027,CLE,ATL,W (+9),46:00:00,13,25,0.52,3,5,0.6,11,14,0.786,1,8,9,7,1,0,1,40,33.7,8
29,2004-12-29,20,CLE,HOU,L (-11),17:00,0,5,0,0,1,0,3,5,0.6,0,3,3,5,0,0,0,3,3.1,-10
30,2005-01-03,20.0109589,CLE,CHA,W (+11),41:00:00,11,19,0.579,0,3,0,4,6,0.667,2,6,8,6,2,0,1,26,23.5,14
31,2005-01-05,20.01643836,CLE,ATL,W (+16),40:00:00,7,14,0.5,2,5,0.4,4,6,0.667,1,5,6,9,1,1,2,20,18.8,10
32,2005-01-08,20.02465753,CLE,NYK,W (+25),32:00:00,10,14,0.714,0,0,,2,2,1,1,2,3,4,0,2,8,22,12.9,5
33,2005-01-11,20.03287671,CLE,CHA,W (+2),49:00:00,11,24,0.458,2,5,0.4,5,7,0.714,1,7,8,9,2,1,8,29,19.2,7
34,2005-01-13,20.03835616,CLE,LAL,L (-4),44:00:00,12,26,0.462,1,4,0.25,3,4,0.75,3,10,13,9,1,1,4,28,22.9,-1
35,2005-01-15,20.04383562,CLE,UTA,W (+13),41:00:00,9,20,0.45,0,1,0,9,14,0.643,1,7,8,5,5,0,3,27,22.1,11
36,2005-01-16,20.04657534,CLE,SEA,L (-8),44:00:00,14,30,0.467,3,7,0.429,4,6,0.667,2,3,5,11,4,1,1,35,30.9,-7
37,2005-01-19,20.05479452,CLE,POR,W (+6),44:00:00,11,16,0.688,1,1,1,4,6,0.667,1,10,11,10,4,0,2,27,30.5,0
38,2005-01-20,20.05753425,CLE,SAC,L (-27),37:00:00,9,19,0.474,0,1,0,0,1,0,1,7,8,6,1,0,3,18,12.9,-24
39,2005-01-22,20.0630137,CLE,GSW,W (+18),43:00:00,13,24,0.542,0,1,0,2,2,1,1,11,12,10,1,1,3,28,25.7,19
40,2005-01-24,20.06849315,CLE,WAS,L (-9),48:00:00,12,26,0.462,1,1,1,6,10,0.6,4,6,10,8,2,1,5,31,22.7,-9
41,2005-01-26,20.0739726,CLE,MEM,W (+3),42:00:00,10,16,0.625,4,6,0.667,3,4,0.75,1,8,9,15,3,2,5,27,32,7
42,2005-02-01,20.09041096,CLE,ORL,L (-3),43:00:00,10,20,0.5,0,3,0,8,13,0.615,2,3,5,7,0,1,3,28,20.1,-3
43,2005-02-03,20.09589041,CLE,MIA,L (-12),46:00:00,11,23,0.478,1,3,0.333,8,12,0.667,2,0,2,10,3,0,2,31,26.3,-8
44,2005-02-05,20.10136986,CLE,ORL,W (+9),45:00:00,9,21,0.429,0,3,0,12,13,0.923,0,6,6,9,2,0,1,30,26.8,10
45,2005-02-08,20.10958904,CLE,TOR,W (+13),36:00:00,6,14,0.429,0,3,0,3,4,0.75,1,7,8,11,3,0,2,15,18.3,15
46,2005-02-11,20.11780822,CLE,DEN,L (-5),43:00:00,12,29,0.414,1,6,0.167,10,12,0.833,2,4,6,6,1,0,4,35,21.7,-13
47,2005-02-13,20.12328767,CLE,LAL,W (+14),46:00:00,8,20,0.4,0,0,,9,10,0.9,2,6,8,9,3,1,3,25,22.8,9
48,2005-02-16,20.13150685,CLE,ATL,W (+22),37:00:00,11,20,0.55,2,2,1,4,5,0.8,0,5,5,6,3,0,3,28,23.7,27
49,2005-02-17,20.13424658,CLE,MIN,L (-6),41:00:00,10,19,0.526,1,2,0.5,5,6,0.833,2,5,7,8,1,0,2,26,23.8,-1
50,2005-02-23,20.15068493,CLE,CHI,W (+9),44:00:00,8,17,0.471,1,1,1,10,15,0.667,1,5,6,11,5,0,3,27,27.4,7
51,2005-02-25,20.15616438,CLE,IND,L (-24),41:00:00,9,25,0.36,0,1,0,3,4,0.75,3,4,7,5,2,1,2,21,14.2,-11
52,2005-02-27,20.16164384,CLE,NJN,L (-6),45:00:00,9,20,0.45,1,2,0.5,9,10,0.9,1,3,4,7,2,0,5,28,19.1,-10
53,2005-02-28,20.16438356,CLE,SAS,L (-2),45:00:00,6,22,0.273,1,4,0.25,7,10,0.7,1,7,8,7,0,0,2,20,10.3,2
54,2005-03-02,20.16986301,CLE,SEA,L (-17),41:00:00,11,20,0.55,5,7,0.714,5,8,0.625,0,5,5,5,0,0,4,32,21.4,-7
55,2005-03-04,20.17534247,CLE,PHI,L (-9),40:00:00,12,21,0.571,0,1,0,10,12,0.833,1,6,7,7,4,0,6,34,28.3,-10
56,2005-03-06,20.18082192,CLE,MIA,L (-20),41:00:00,9,19,0.474,0,1,0,5,7,0.714,0,4,4,5,2,0,1,23,17.8,-17
57,2005-03-08,20.18630137,CLE,ORL,W (+19),40:00:00,9,22,0.409,2,6,0.333,3,4,0.75,0,7,7,8,1,1,1,23,18,18
58,2005-03-13,20.2,CLE,IND,W (+12),44:00:00,12,23,0.522,1,5,0.2,10,11,0.909,2,3,5,5,1,0,4,35,25.7,12
59,2005-03-15,20.20547945,CLE,UTA,W (+19),35:00:00,11,15,0.733,2,5,0.4,12,16,0.75,2,7,9,2,0,1,1,36,32.5,22
60,2005-03-16,20.20821918,CLE,MIL,L (-8),45:00:00,13,26,0.5,4,9,0.444,4,7,0.571,1,6,7,6,1,0,5,34,22.5,-14
61,2005-03-18,20.21369863,CLE,PHI,L (-12),46:00:00,3,20,0.15,0,4,0,10,12,0.833,0,8,8,8,4,0,4,16,10.4,-8
62,2005-03-20,20.21917808,CLE,TOR,L (-7),48:00:00,18,36,0.5,6,12,0.5,14,15,0.933,2,8,10,5,2,0,4,56,42.9,-7
63,2005-03-22,20.22465753,CLE,DET,W (+15),43:00:00,11,24,0.458,2,7,0.286,5,8,0.625,1,5,6,6,1,0,0,29,22.4,21
64,2005-03-24,20.23013699,CLE,HOU,L (-19),42:00:00,7,22,0.318,1,4,0.25,4,7,0.571,0,4,4,8,1,0,2,19,10.6,-17
65,2005-03-26,20.23561644,CLE,DAL,L (-31),36:00:00,7,17,0.412,0,2,0,5,6,0.833,1,3,4,6,0,0,3,19,11.9,-24
66,2005-03-28,20.24109589,CLE,NOH,W (+1),53:00:00,16,29,0.552,3,10,0.3,9,11,0.818,2,4,6,3,4,0,10,44,26.8,1
67,2005-03-29,20.24383562,CLE,LAC,W (+10),41:00:00,7,20,0.35,2,8,0.25,6,7,0.857,0,7,7,5,2,1,1,22,17.7,11
68,2005-03-31,20.24931507,CLE,CHI,L (-12),53:00:00,10,28,0.357,1,4,0.25,5,11,0.455,4,2,6,7,4,2,3,26,16.7,-12
69,2005-04-01,20.25205479,CLE,SAC,L (-19),44:00:00,13,21,0.619,2,4,0.5,7,10,0.7,0,8,8,9,2,0,7,35,27.2,-15
70,2005-04-03,20.25753425,CLE,DAL,W (+20),48:00:00,10,23,0.435,4,8,0.5,13,13,1,2,8,10,7,2,1,6,37,29.1,20
71,2005-04-05,20.2630137,CLE,NJN,L (-31),40:00:00,9,19,0.474,3,6,0.5,3,6,0.5,2,7,9,4,2,2,6,24,16,-21
72,2005-04-06,20.26575342,CLE,IND,L (-21),33:00:00,9,18,0.5,0,3,0,2,4,0.5,2,2,4,3,1,0,2,20,12.5,-15
73,2005-04-08,20.27123288,CLE,PHI,L (-5),48:00:00,12,30,0.4,2,6,0.333,11,11,1,4,9,13,7,5,0,5,37,30.8,-5
74,2005-04-09,20.2739726,CLE,MIL,W (+17),47:00:00,15,26,0.577,7,13,0.538,3,3,1,1,9,10,10,2,1,3,40,37.1,13
75,2005-04-11,20.27945205,CLE,ORL,W (+8),48:00:00,12,23,0.522,1,6,0.167,8,10,0.8,1,6,7,6,5,1,2,33,29.7,8
76,2005-04-14,20.28767123,CLE,NYK,L (-6),42:00:00,7,25,0.28,4,13,0.308,9,14,0.643,1,17,18,7,2,2,4,27,19.2,1
77,2005-04-15,20.29041096,CLE,WAS,L (-8),48:00:00,16,33,0.485,1,6,0.167,5,8,0.625,2,4,6,6,1,0,1,38,25.7,-8
78,2005-04-17,20.29589041,CLE,DET,L (-3),45:00:00,12,35,0.343,2,7,0.286,11,14,0.786,3,8,11,6,0,1,1,37,24.5,-6
79,2005-04-19,20.30136986,CLE,BOS,W (+14),47:00:00,13,27,0.481,2,3,0.667,4,5,0.8,1,7,8,6,5,0,3,32,25.7,13
80,2005-04-20,20.30410959,CLE,TOR,W (+9),48:00:00,10,23,0.435,2,8,0.25,5,10,0.5,2,12,14,14,0,1,2,27,26,9
1,2005-11-02,20.84109589,CLE,NOK,W (+22),33:23:00,9,16,0.563,6,7,0.857,7,8,0.875,1,2,3,4,2,0,3,31,24.9,22
2,2005-11-04,20.84657534,CLE,SAS,L (-26),36:34:00,7,16,0.438,0,3,0,6,7,0.857,0,6,6,4,0,1,3,20,12.3,-19
3,2005-11-05,20.84931507,CLE,MEM,L (-7),40:51:00,14,29,0.483,4,9,0.444,4,5,0.8,0,2,2,6,2,0,2,36,24.9,-3
4,2005-11-07,20.85479452,CLE,TOR,W (+12),36:28:00,9,17,0.529,0,2,0,9,12,0.75,0,3,3,6,1,2,1,27,22.8,0
5,2005-11-09,20.86027397,CLE,SEA,W (+27),35:38:00,10,18,0.556,0,2,0,11,11,1,1,4,5,1,0,1,4,31,21.3,25
6,2005-11-11,20.86575342,CLE,MEM,W (+19),25:40:00,5,11,0.455,0,1,0,6,6,1,1,5,6,2,3,1,3,16,12.6,24
7,2005-11-13,20.87123288,CLE,ORL,W (+8),48:54:00,9,20,0.45,1,4,0.25,7,11,0.636,0,5,5,3,0,1,2,26,15.5,7
8,2005-11-15,20.87671233,CLE,WAS,W (+15),42:26:00,15,23,0.652,2,3,0.667,5,5,1,1,9,10,4,0,2,3,37,31.1,17
9,2005-11-18,20.88493151,CLE,ORL,W (+18),33:56:00,6,17,0.353,0,3,0,4,6,0.667,1,5,6,4,2,0,4,16,7.9,25
10,2005-11-19,20.88767123,CLE,PHI,W (+3),46:51:00,14,24,0.583,0,2,0,8,10,0.8,2,9,11,10,1,1,5,36,31.4,8
11,2005-11-22,20.89589041,CLE,BOS,W (+22),40:59:00,13,20,0.65,1,3,0.333,9,11,0.818,0,5,5,4,2,2,1,36,31.5,14
12,2005-11-24,20.90136986,CLE,IND,L (-22),43:02:00,6,20,0.3,0,4,0,7,11,0.636,1,9,10,4,5,1,6,19,10.1,-18
13,2005-11-26,20.90684932,CLE,MIN,L (-4),44:04:00,13,29,0.448,6,11,0.545,6,6,1,2,3,5,2,4,0,2,38,27.8,-3
14,2005-11-30,20.91780822,CLE,LAC,W (+7),49:56:00,7,20,0.35,0,3,0,14,17,0.824,0,7,7,9,1,1,6,28,19.3,6
15,2005-12-02,20.92328767,CLE,SEA,L (-7),45:07:00,14,27,0.519,0,5,0,6,8,0.75,0,3,3,8,1,3,1,34,28.1,-2
16,2005-12-03,20.9260274,CLE,LAC,L (-12),44:41:00,8,25,0.32,3,5,0.6,11,14,0.786,0,5,5,6,1,1,1,30,19.7,-11
17,2005-12-06,20.93424658,CLE,SAC,W (+5),44:19:00,10,23,0.435,1,5,0.2,9,12,0.75,2,4,6,6,2,3,5,30,21.8,3
18,2005-12-09,20.94246575,CLE,NJN,L (-9),44:49:00,11,26,0.423,0,4,0,10,15,0.667,2,4,6,3,0,1,7,32,13.4,-4
